model,task,repeat,arm,attempt,passed,failure_stage,detail,deck,record
v32,eda_010,2,spicepilot,2,False,specification,"condition 1: measured=4254.4712, target=1000, relative tolerance=0.2; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: XU1 DC: positive input (N1)=10.7378 V, negative input (OUT)=14.3832 V, supplies=15 to 15 V, output (OUT)=14.3832 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_2/sandbox/submitted.cir,records/units/v32/eda_010/2/spicepilot/record.json
v32,eda_010,2,spicepilot,3,True,,,attempt_3/sandbox/submitted.cir,records/units/v32/eda_010/2/spicepilot/record.json
v32,eda_010,2,direct,1,False,specification,"buffered_rc: required topology not found
condition 1: X1 DC: positive input (VINP)=0.000142988 V, negative input (VINP)=0.000142988 V, supplies=0 to 12 V, output (OUT)=10.8124 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_1/submitted.cir,records/units/v32/eda_010/2/direct/record.json
v32,eda_010,2,direct,2,False,specification,"buffered_rc: required topology not found
condition 1: X1 DC: positive input (OPAMP_IN)=8.26001e-05 V, negative input (OPAMP_OUT)=0.00208264 V, supplies=-15 to 15 V, output (OPAMP_OUT)=0.00208264 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_2/submitted.cir,records/units/v32/eda_010/2/direct/record.json
v32,eda_010,2,direct,3,True,,,attempt_3/submitted.cir,records/units/v32/eda_010/2/direct/record.json
v32,eda_207,1,analogcoder,1,False,specification,"reverse_zener: required topology not found
condition 1: measured=0.42447663, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.43241753, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
D1 Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/sandbox/submitted.cir,records/units/v32/eda_207/1/analogcoder/record.json
v32,eda_207,1,spicepilot,1,False,,,,records/units/v32/eda_207/1/spicepilot/record.json
v32,eda_207,1,spicepilot,2,False,specification,"reverse_zener: required topology not found
condition 1: measured=0.47218674, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.48000261, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
DZENER Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_2/sandbox/submitted.cir,records/units/v32/eda_207/1/spicepilot/record.json
v32,eda_207,1,spicepilot,3,False,specification,"reverse_zener: required topology not found
condition 1: measured=0.44110012, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.44896424, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
DZENER Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_3/sandbox/submitted.cir,records/units/v32/eda_207/1/spicepilot/record.json
v32,eda_207,1,direct,1,False,parse,use the fixed model catalog without local model/subcircuit definitions,attempt_1/submitted.cir,records/units/v32/eda_207/1/direct/record.json
v32,eda_207,1,direct,2,False,parse,submitted deck must be self-contained; external includes are forbidden,attempt_2/submitted.cir,records/units/v32/eda_207/1/direct/record.json
v32,eda_207,1,direct,3,False,parse,submitted deck must be self-contained; external includes are forbidden,attempt_3/submitted.cir,records/units/v32/eda_207/1/direct/record.json
v32,eda_207,3,analogcoder,1,False,specification,"reverse_zener: required topology not found
condition 1: measured=0.436719, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.44459681, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
D1 Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/sandbox/submitted.cir,records/units/v32/eda_207/3/analogcoder/record.json
v32,eda_207,3,spicepilot,1,False,specification,"reverse_zener: required topology not found
condition 1: measured=0.44110012, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.44896424, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
DZENER Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/sandbox/submitted.cir,records/units/v32/eda_207/3/spicepilot/record.json
v32,eda_207,3,spicepilot,2,False,specification,"reverse_zener: required topology not found
condition 1: measured=0.47218674, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.48000261, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
DZENER Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_2/sandbox/submitted.cir,records/units/v32/eda_207/3/spicepilot/record.json
v32,eda_207,3,spicepilot,3,False,specification,"reverse_zener: required topology not found
condition 1: measured=0.44110012, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.44896424, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
DZENER Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_3/sandbox/submitted.cir,records/units/v32/eda_207/3/spicepilot/record.json
v32,eda_207,3,direct,1,False,parse,use the fixed model catalog without local model/subcircuit definitions,attempt_1/submitted.cir,records/units/v32/eda_207/3/direct/record.json
v32,eda_207,3,direct,2,False,specification,"reverse_zener: required topology not found
condition 1: measured=0.47218674, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.48000261, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
DZENER Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_2/submitted.cir,records/units/v32/eda_207/3/direct/record.json
v32,eda_207,3,direct,3,False,parse,submitted deck must be self-contained; external includes are forbidden,attempt_3/submitted.cir,records/units/v32/eda_207/3/direct/record.json
v32,eda_207,2,analogcoder,1,False,specification,"reverse_zener: required topology not found
condition 1: measured=0.44110012, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.44896424, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
D1 Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/sandbox/submitted.cir,records/units/v32/eda_207/2/analogcoder/record.json
v32,eda_207,2,spicepilot,1,False,specification,"reverse_zener: required topology not found
condition 1: measured=0.45169662, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.4595342, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
DZ1 Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/sandbox/submitted.cir,records/units/v32/eda_207/2/spicepilot/record.json
v32,eda_207,2,spicepilot,2,False,,,,records/units/v32/eda_207/2/spicepilot/record.json
v32,eda_207,2,spicepilot,3,False,specification,"reverse_zener: required topology not found
condition 1: measured=0.47218674, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.48000261, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
DZENER Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_3/sandbox/submitted.cir,records/units/v32/eda_207/2/spicepilot/record.json
v32,eda_207,2,direct,1,False,parse,use the fixed model catalog without local model/subcircuit definitions,attempt_1/submitted.cir,records/units/v32/eda_207/2/direct/record.json
v32,eda_207,2,direct,2,False,parse,use the fixed model catalog without local model/subcircuit definitions,attempt_2/submitted.cir,records/units/v32/eda_207/2/direct/record.json
v32,eda_207,2,direct,3,False,parse,use the fixed model catalog without local model/subcircuit definitions,attempt_3/submitted.cir,records/units/v32/eda_207/2/direct/record.json
v32,eda_209,1,analogcoder,1,False,specification,"opamp_nmos_sense_loop: required topology not found
condition 1: measured=0.011925136, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
VLOAD actual terminals: positive=VCC, negative=OUT.
No unbranched forward LED chain connects from VCC to the positive terminal of VLOAD. Check this series supply path.
M1 terminals: drain=OUT, gate=GATE, source=SENSE, bulk=0.
Check the source/emitter-to-ground sense resistor and negative feedback from its upper node. Component names do not create node connections.
condition 1: XU1 DC: positive input (VREF)=0.0100517 V, negative input (SENSE)=0.0119252 V, supplies=0 to 5 V, output (GATE)=1.16265 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_1/sandbox/submitted.cir,records/units/v32/eda_209/1/analogcoder/record.json
